#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
F11A3.3	ATPC1	3702.O82662	3702.Q01908	0.044	0	0	0	0.329	0.066	0	0.220	0.470
F11A3.3	TIM	3702.O82662	3702.Q9SKP6	0.101	0	0	0	0.080	0.219	0	0.283	0.475
F11A3.3	COX2	3702.O82662	3702.P93285	0	0	0	0	0.252	0	0	0.334	0.480
F11A3.3	ETFA	3702.O82662	3702.Q9C6I6	0.122	0	0	0	0.335	0.060	0	0.238	0.525
F11A3.3	P5CSB	3702.O82662	3702.P54888	0.081	0	0	0	0	0	0	0.506	0.526
F11A3.3	P5CSA	3702.O82662	3702.P54887	0.081	0	0	0	0	0	0	0.506	0.526
F11A3.3	NADP-ME3	3702.O82662	3702.Q9XGZ0	0.102	0	0	0	0.162	0	0.248	0.293	0.546
F11A3.3	ATPC	3702.O82662	3702.Q96250	0.044	0	0	0	0.428	0.066	0	0.220	0.548
F11A3.3	NADP-ME4	3702.O82662	3702.Q9CA83	0.102	0	0	0	0.173	0	0.248	0.293	0.552
F11A3.3	ATPA	3702.O82662	3702.P92549	0.044	0	0	0	0.304	0.168	0	0.294	0.556
F11A3.3	atpA	3702.O82662	3702.P56757	0.044	0	0	0	0.304	0.168	0	0.294	0.556
F11A3.3	NAD-ME1	3702.O82662	3702.Q9SIU0	0.102	0	0	0	0.186	0	0.248	0.293	0.559
F11A3.3	NADP-ME2	3702.O82662	3702.Q9LYG3	0.102	0	0	0	0.189	0	0.248	0.293	0.561
F11A3.3	NAD-ME2	3702.O82662	3702.Q8L7K9	0.102	0	0	0	0.196	0	0.248	0.293	0.564
F11A3.3	COX1	3702.O82662	3702.P60620	0	0	0	0	0.407	0	0	0.300	0.567
F11A3.3	ndhJ	3702.O82662	3702.P56754	0.044	0	0	0	0.476	0.071	0	0.203	0.579
F11A3.3	NAD9	3702.O82662	3702.Q95748	0.044	0	0	0	0.476	0.071	0	0.203	0.579
F11A3.3	HGO	3702.O82662	3702.Q9ZRA2	0	0	0	0	0	0	0	0.582	0.582
F11A3.3	MDH3	3702.O82662	3702.Q9FJU0	0.086	0	0	0	0.276	0	0.362	0.174	0.604
F11A3.3	MDHNP_ARATH	3702.O82662	3702.Q8H1E2	0.086	0	0	0	0.278	0	0.362	0.174	0.605
F11A3.3	NAD7	3702.O82662	3702.P93306	0.045	0	0	0	0.515	0.070	0	0.232	0.624
F11A3.3	ndhH	3702.O82662	3702.P56753	0.045	0	0	0	0.515	0.070	0	0.232	0.624
F11A3.3	IDH1	3702.O82662	3702.Q8LFC0	0.060	0.008	0	0	0.433	0.202	0	0.237	0.632
F11A3.3	PGIC	3702.O82662	3702.P34795	0	0	0	0	0.152	0	0	0.593	0.640
F11A3.3	EMB2360	3702.O82662	3702.P42770	0.102	0	0	0	0.279	0.047	0.398	0.185	0.642
F11A3.3	CTIMC	3702.O82662	3702.P48491	0.101	0	0	0	0.154	0.430	0	0.283	0.647
F11A3.3	BCDH_BETA1	3702.O82662	3702.Q9SAV3	0	0	0	0	0.122	0	0.587	0.156	0.667
F11A3.3	DIN4	3702.O82662	3702.Q9LDY2	0	0	0	0	0.122	0	0.587	0.156	0.667
F11A3.3	F5K20_210	3702.O82662	3702.Q9M335	0.086	0	0	0	0.276	0	0.362	0.309	0.669
F11A3.3	PMDH2	3702.O82662	3702.Q9ZP05	0.086	0	0	0	0.276	0	0.362	0.309	0.669
F11A3.3	ACO1	3702.O82662	3702.Q42560	0.107	0	0	0	0.100	0.068	0.438	0.335	0.669
F11A3.3	BCCP1	3702.O82662	3702.Q42533	0	0	0	0	0.149	0.063	0.600	0.124	0.683
F11A3.3	BCCP2	3702.O82662	3702.Q9LLC1	0	0	0	0	0.149	0.063	0.600	0.124	0.683
F11A3.3	MDH	3702.O82662	3702.Q9SN86	0.086	0	0	0	0.311	0	0.362	0.309	0.685
F11A3.3	T5E8_100	3702.O82662	3702.Q84JL2	0	0	0	0	0.094	0	0.590	0.227	0.688
F11A3.3	F24J8.4	3702.O82662	3702.Q9LPL5	0	0	0	0	0.094	0	0.590	0.227	0.688
F11A3.3	accD	3702.O82662	3702.P56765	0.098	0	0	0	0.116	0	0.600	0.154	0.694
F11A3.3	Q9LW19_ARATH	3702.O82662	3702.Q9LW19	0	0	0	0	0.547	0.056	0.139	0.305	0.709
F11A3.3	PDH-E1_BETA	3702.O82662	3702.Q9C6Z3	0	0	0	0	0.547	0.056	0.139	0.305	0.709
F11A3.3	ACC1	3702.O82662	3702.Q38970	0	0	0	0	0.141	0	0.600	0.244	0.717
F11A3.3	ACO2-2	3702.O82662	3702.Q94A28	0.107	0	0	0	0.097	0.068	0.438	0.463	0.732
F11A3.3	PDH2	3702.O82662	3702.Q38799	0	0	0	0	0.586	0.056	0.139	0.305	0.734
F11A3.3	MDH2	3702.O82662	3702.P57106	0.086	0	0	0	0.288	0.348	0.362	0.174	0.735
F11A3.3	MDH1	3702.O82662	3702.P93819	0.086	0	0	0	0.352	0.348	0.362	0.174	0.759
F11A3.3	BCE2	3702.O82662	3702.Q9M7Z1	0.097	0	0	0	0.472	0.078	0.381	0.333	0.785
F11A3.3	MMDH2	3702.O82662	3702.Q9LKA3	0.086	0	0	0	0.306	0.361	0.362	0.309	0.788
F11A3.3	IDH2	3702.O82662	3702.P93032	0.060	0.009	0	0	0.290	0.202	0	0.657	0.793
F11A3.3	MMDH1	3702.O82662	3702.Q9ZP06	0.086	0	0	0	0.349	0.361	0.362	0.309	0.802
F11A3.3	ACO3	3702.O82662	3702.Q9SIB9	0.107	0	0	0	0.121	0.068	0.438	0.606	0.808
F11A3.3	T13H18.17	3702.O82662	3702.Q8RV72	0.102	0	0	0	0.366	0.414	0.352	0.312	0.824
F11A3.3	IPMS1	3702.O82662	3702.Q9LPR4	0.088	0	0	0	0	0.050	0.800	0.187	0.840
F11A3.3	IPMS2	3702.O82662	3702.Q9C550	0.088	0	0	0	0	0.050	0.800	0.187	0.840
F11A3.3	ICDH	3702.O82662	3702.Q9SLK0	0.109	0	0	0	0.603	0	0	0.610	0.850
F11A3.3	T15N1.80	3702.O82662	3702.Q8LPJ5	0.109	0	0	0	0.592	0	0	0.635	0.856
F11A3.3	KAT1-2	3702.O82662	3702.Q8LF48	0.080	0	0	0	0.107	0	0.814	0.198	0.861
F11A3.3	PED1	3702.O82662	3702.Q56WD9	0.080	0	0	0	0.105	0	0.814	0.198	0.861
F11A3.3	KAT5	3702.O82662	3702.Q570C8	0.080	0	0	0	0.110	0	0.814	0.198	0.862
F11A3.3	AO	3702.O82662	3702.Q94AY1	0.109	0.003	0	0	0.507	0.077	0.564	0.410	0.876
F11A3.3	AACT1	3702.O82662	3702.Q9FIK7	0.080	0	0	0	0.104	0	0.814	0.293	0.877
F11A3.3	MLS	3702.O82662	3702.Q9LZC3	0	0	0	0	0.050	0	0.800	0.425	0.881
F11A3.3	AAT1	3702.O82662	3702.Q8S4Y1	0.080	0	0	0	0.141	0	0.814	0.293	0.882
F11A3.3	CSY2	3702.O82662	3702.Q9LXS6	0.102	0	0	0	0.366	0.414	0.352	0.565	0.888
F11A3.3	CSY5	3702.O82662	3702.Q9M1D3	0.102	0	0	0	0.366	0.414	0.352	0.568	0.889
F11A3.3	CSY1	3702.O82662	3702.Q9LXS7	0.102	0	0	0	0.366	0.414	0.352	0.568	0.889
F11A3.3	CSY3	3702.O82662	3702.Q9SJH7	0.102	0	0	0	0.376	0.414	0.352	0.565	0.890
F11A3.3	CICDH	3702.O82662	3702.Q9SRZ6	0.109	0	0	0	0.590	0	0	0.740	0.896
F11A3.3	CSY4	3702.O82662	3702.P20115	0.102	0	0	0	0.449	0.414	0.352	0.676	0.928
F11A3.3	LPD1-2	3702.O82662	3702.Q9M5K3	0.102	0	0	0	0.762	0.063	0.711	0.319	0.953
F11A3.3	LPD2-2	3702.O82662	3702.Q9M5K2	0.102	0	0	0	0.779	0.063	0.711	0.319	0.956
F11A3.3	LTA2	3702.O82662	3702.Q9SQI8	0.097	0	0	0	0.474	0.158	0.870	0.295	0.956
F11A3.3	EMB3003	3702.O82662	3702.Q9C8P0	0.097	0	0	0	0.472	0.158	0.870	0.295	0.956
F11A3.3	F20D21.4	3702.O82662	3702.Q5M729	0.097	0	0	0	0.476	0.158	0.870	0.295	0.957
F11A3.3	MDC16.5	3702.O82662	3702.Q8RWN9	0.097	0	0	0	0.498	0.158	0.870	0.295	0.959
F11A3.3	MPA24.10	3702.O82662	3702.Q9FLH2	0.113	0.006	0	0	0.664	0.068	0.796	0.471	0.964
F11A3.3	LTA3	3702.O82662	3702.Q0WQF7	0.097	0.005	0	0	0.574	0.158	0.870	0.295	0.965
F11A3.3	F10M23.250	3702.O82662	3702.Q8H107	0.097	0.066	0	0	0.551	0.078	0.935	0.156	0.976
F11A3.3	SDH2-1	3702.O82662	3702.Q8LBZ7	0.109	0.008	0	0	0.511	0.076	0.957	0.359	0.986
F11A3.3	SDH2-2	3702.O82662	3702.Q8LB02	0.109	0.008	0	0	0.502	0.076	0.957	0.359	0.986
F11A3.3	SDH2-3	3702.O82662	3702.Q9FJP9	0.109	0.007	0	0	0.494	0.076	0.957	0.359	0.986
F11A3.3	MCO15.2	3702.O82662	3702.Q9FLQ4	0.097	0.063	0	0	0.504	0.078	0.944	0.514	0.987
F11A3.3	SDH1-2	3702.O82662	3702.Q9ZPX5	0.109	0.011	0	0	0.507	0.077	0.954	0.410	0.987
F11A3.3	SDH1-1	3702.O82662	3702.O82663	0.109	0.011	0	0	0.528	0.077	0.954	0.410	0.987
F11A3.3	MKD15.11	3702.O82662	3702.Q8LAD2	0.109	0.899	0.531	0	0.601	0.909	0.967	0.537	0.999
F11A3.3	F8L15_30	3702.O82662	3702.P68209	0.109	0.899	0.532	0	0.702	0.909	0.967	0.831	0.999
F11C18.10	rps12	3702.Q8RXN4	3702.A0A2P2CLH1	0	0	0	0	0	0.867	0	0	0.867
F11C18.10	ACS	3702.Q8RXN4	3702.B9DGD6	0.072	0	0	0	0.290	0	0.334	0.117	0.561
F11C18.10	ACC2	3702.Q8RXN4	3702.F4I1L3	0.060	0	0	0	0.043	0	0.392	0.170	0.485
F11C18.10	T10O22.24	3702.Q8RXN4	3702.F4IAP5	0.096	0	0	0	0.062	0.454	0.564	0.211	0.811
F11C18.10	F4INE2_ARATH	3702.Q8RXN4	3702.F4INE2	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F11C18.10	dl4425c	3702.Q8RXN4	3702.F4JML5	0	0	0.123	0.604	0	0	0.360	0	0.415
F11C18.10	rbcL	3702.Q8RXN4	3702.O03042	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F11C18.10	CAC2	3702.Q8RXN4	3702.O04983	0.099	0	0	0	0.181	0.058	0.392	0.168	0.584
F11C18.10	ACX2	3702.Q8RXN4	3702.O65201	0.071	0	0	0	0.321	0.076	0.266	0.097	0.543
F11C18.10	ACX1	3702.Q8RXN4	3702.O65202	0.071	0	0	0	0.321	0.076	0.266	0.097	0.543
F11C18.10	HMGCL	3702.Q8RXN4	3702.O81027	0.078	0	0	0	0.182	0	0.334	0.117	0.497
F11C18.10	ACX3	3702.Q8RXN4	3702.P0CZ23	0.071	0	0	0	0.321	0.076	0.266	0.242	0.616
F11C18.10	F3E22.17	3702.Q8RXN4	3702.P0CZ24	0.071	0	0	0	0.321	0.076	0.266	0.097	0.543
F11C18.10	RPS19	3702.Q8RXN4	3702.P39697	0	0	0	0	0.044	0.877	0	0	0.878
F11C18.10	rpoA	3702.Q8RXN4	3702.P56762	0	0	0	0	0	0.503	0	0	0.503
F11C18.10	accD	3702.Q8RXN4	3702.P56765	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F11C18.10	rps2	3702.Q8RXN4	3702.P56797	0	0	0	0	0	0.544	0	0.123	0.582
F11C18.10	rps11	3702.Q8RXN4	3702.P56802	0	0	0	0	0	0.503	0	0	0.503
F11C18.10	rps14	3702.Q8RXN4	3702.P56804	0	0	0	0	0	0.414	0	0	0.414
F11C18.10	rps15	3702.Q8RXN4	3702.P56805	0	0	0	0	0	0.414	0	0.049	0.418
F11C18.10	rps16	3702.Q8RXN4	3702.P56806	0	0	0	0	0	0.415	0	0	0.414
F11C18.10	rps18	3702.Q8RXN4	3702.P56807	0	0	0	0	0	0.414	0	0.063	0.427
F11C18.10	rps19	3702.Q8RXN4	3702.P56808	0	0	0	0	0	0.414	0	0	0.414
F11C18.10	rpl36	3702.Q8RXN4	3702.P62117	0	0	0	0	0	0.503	0	0	0.503
F11C18.10	RPS12	3702.Q8RXN4	3702.P92532	0	0	0	0	0	0.867	0	0	0.867
F11C18.10	RPS7	3702.Q8RXN4	3702.P92557	0	0	0	0	0	0.867	0	0	0.867
F11C18.10	M280_ARATH	3702.Q8RXN4	3702.P93292	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F11C18.10	RPL2	3702.Q8RXN4	3702.P93311	0	0	0	0	0	0.860	0	0	0.860
F11C18.10	HPD	3702.Q8RXN4	3702.P93836	0.108	0	0	0	0.122	0	0.395	0.212	0.576
F11C18.10	ALDH6B2	3702.Q8RXN4	3702.Q0WM29	0	0	0	0	0.173	0.068	0	0.705	0.753
F11C18.10	ACC1	3702.Q8RXN4	3702.Q38970	0.060	0	0	0	0	0	0.392	0.170	0.484
F11C18.10	MCCA	3702.Q8RXN4	3702.Q42523	0.099	0	0	0	0.175	0.058	0.392	0.168	0.581
F11C18.10	ACO1	3702.Q8RXN4	3702.Q42560	0	0	0	0	0.081	0.363	0	0.122	0.441
F11C18.10	PED1	3702.Q8RXN4	3702.Q56WD9	0.078	0	0	0	0.383	0.406	0.334	0.117	0.765
F11C18.10	KAT5	3702.Q8RXN4	3702.Q570C8	0.078	0	0	0	0.392	0.406	0.334	0.117	0.768
F11C18.10	EFL4	3702.Q8RXN4	3702.Q570U6	0.081	0	0	0	0.195	0.050	0.351	0.122	0.526
F11C18.10	ECHIA	3702.Q8RXN4	3702.Q6NL24	0	0	0.130	0.606	0.119	0.049	0.935	0.063	0.948
F11C18.10	MENB	3702.Q8RXN4	3702.Q8GYN9	0	0	0	0	0.119	0.049	0.384	0.063	0.451
F11C18.10	KAT1-2	3702.Q8RXN4	3702.Q8LF48	0.078	0	0	0	0.386	0.406	0.334	0.117	0.766
F11C18.10	EMB3147	3702.Q8RXN4	3702.Q8RU07	0.108	0	0	0	0.307	0	0	0.211	0.470
F11C18.10	PSAO	3702.Q8RXN4	3702.Q949Q5	0	0	0	0	0	0	0	0.400	0.400
F11C18.10	MLS	3702.Q8RXN4	3702.Q9LZC3	0	0	0	0	0.292	0	0	0.206	0.413
F11C18.10	F5K20_210	3702.Q8RXN4	3702.Q9M335	0	0	0	0	0.050	0	0	0.427	0.433
F11C18.10	ACO2-2	3702.Q8RXN4	3702.Q94A28	0	0	0	0	0.081	0.363	0	0.122	0.441
F11C18.10	ACO3	3702.Q8RXN4	3702.Q9SIB9	0	0	0	0	0.084	0.363	0	0.122	0.443
F11C18.10	MFDR	3702.Q8RXN4	3702.Q8W3L1	0.068	0	0	0	0.067	0	0.280	0.221	0.447
F11C18.10	IPMS1	3702.Q8RXN4	3702.Q9LPR4	0.078	0	0	0	0.182	0	0.334	0.117	0.497
F11C18.10	MAM3	3702.Q8RXN4	3702.Q9FN52	0.078	0	0	0	0.182	0	0.334	0.117	0.497
F11C18.10	MAM1	3702.Q8RXN4	3702.Q9FG67	0.078	0	0	0	0.182	0	0.334	0.117	0.497
F11C18.10	IPMS2	3702.Q8RXN4	3702.Q9C550	0.078	0	0	0	0.182	0	0.334	0.117	0.497
F11C18.10	AO	3702.Q8RXN4	3702.Q94AY1	0	0	0	0	0.080	0	0	0.478	0.499
F11C18.10	EFL2	3702.Q8RXN4	3702.Q94BS8	0.081	0	0	0	0.195	0.050	0.351	0.122	0.526
F11C18.10	Q9LDF5_ARATH	3702.Q8RXN4	3702.Q9LDF5	0.081	0	0	0	0.195	0.050	0.351	0.122	0.526
F11C18.10	EFL3	3702.Q8RXN4	3702.Q8S8F5	0.081	0	0	0	0.195	0.050	0.351	0.122	0.526
F11C18.10	MCCB	3702.Q8RXN4	3702.Q9LDD8	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F11C18.10	ACX1.2	3702.Q8RXN4	3702.Q9ZQP2	0.071	0	0	0	0.321	0.076	0.266	0.097	0.543
F11C18.10	F4I10.70	3702.Q8RXN4	3702.Q93ZF7	0.071	0	0	0	0.321	0.076	0.266	0.123	0.556
F11C18.10	ACX4	3702.Q8RXN4	3702.Q96329	0.071	0	0	0	0.321	0.076	0.266	0.136	0.562
F11C18.10	SCP2	3702.Q8RXN4	3702.Q9FMN0	0.087	0	0	0	0.253	0.059	0.368	0.145	0.589
F11C18.10	ECH2	3702.Q8RXN4	3702.Q8VYI3	0.087	0	0	0	0.258	0.059	0.368	0.145	0.592
F11C18.10	Q9FJI2_ARATH	3702.Q8RXN4	3702.Q9FJI2	0.087	0	0	0	0.258	0.059	0.368	0.145	0.592
F11C18.10	DIN4	3702.Q8RXN4	3702.Q9LDY2	0	0	0	0	0.070	0	0	0.620	0.632
F11C18.10	ACX3.2	3702.Q8RXN4	3702.Q9LMI7	0.071	0	0	0	0.333	0.076	0.266	0.265	0.635
F11C18.10	ETFA	3702.Q8RXN4	3702.Q9C6I6	0.108	0	0	0	0.170	0.057	0.473	0.222	0.661
F11C18.10	BCDH_BETA1	3702.Q8RXN4	3702.Q9SAV3	0	0	0	0	0.070	0	0	0.772	0.779
F11C18.10	AAT1	3702.Q8RXN4	3702.Q8S4Y1	0.078	0	0	0	0.388	0.406	0.334	0.314	0.819
F11C18.10	AACT1	3702.Q8RXN4	3702.Q9FIK7	0.078	0	0	0	0.383	0.406	0.334	0.335	0.823
F11C18.10	IVD	3702.Q8RXN4	3702.Q9SWG0	0.071	0	0.200	0	0.321	0.076	0.266	0.607	0.834
F11C18.10	RPL16	3702.Q8RXN4	3702.Q95747	0	0	0	0	0	0.867	0	0	0.867
F11C18.10	rps14-2	3702.Q8RXN4	3702.Q9SMX4	0	0	0	0	0.051	0.877	0	0	0.879
F11I11.120	F19F18.40	3702.A0A1P8B760	3702.A0A178UXH8	0.109	0	0	0	0.067	0	0	0.390	0.449
F11I11.120	T2I1.70	3702.A0A1P8B760	3702.F4K6N3	0	0	0.166	0.639	0	0	0	0.312	0.402
F11I11.120	OEP64	3702.A0A1P8B760	3702.Q9LVH5	0	0	0.120	0.568	0	0	0	0.366	0.418
F11I11.120	AACT1	3702.A0A1P8B760	3702.Q9FIK7	0.049	0	0	0	0	0	0	0.416	0.421
F11I11.120	OM64	3702.A0A1P8B760	3702.F4KCL7	0	0	0.128	0.563	0	0	0	0.371	0.428
F11I11.120	FAAH	3702.A0A1P8B760	3702.Q7XJJ7	0	0	0.166	0.590	0	0	0	0.348	0.433
F11I11.120	rbcL	3702.A0A1P8B760	3702.O03042	0	0	0	0	0	0	0.400	0.098	0.435
F11I11.120	MCCB	3702.A0A1P8B760	3702.Q9LDD8	0	0	0	0	0	0	0.400	0.098	0.435
F11I11.120	M280_ARATH	3702.A0A1P8B760	3702.P93292	0	0	0	0	0	0	0.400	0.098	0.435
F11I11.120	accD	3702.A0A1P8B760	3702.P56765	0	0	0	0	0	0	0.400	0.098	0.435
F11I11.120	F4INE2_ARATH	3702.A0A1P8B760	3702.F4INE2	0	0	0	0	0	0	0.400	0.098	0.435
F11I11.120	MXL8.16	3702.A0A1P8B760	3702.F4IXI9	0.067	0	0	0	0	0	0.400	0.093	0.447
F11I11.120	GDH2-2	3702.A0A1P8B760	3702.Q38946	0.067	0	0	0	0	0	0.400	0.093	0.447
F11I11.120	F19C24.7	3702.A0A1P8B760	3702.F4I9M9	0.067	0	0	0	0	0	0.400	0.093	0.447
F11I11.120	GDH1-2	3702.A0A1P8B760	3702.Q43314	0.067	0	0	0	0	0	0.400	0.093	0.447
F11I11.120	GSH3	3702.A0A1P8B760	3702.Q9S7A0	0.067	0	0	0	0	0	0.400	0.093	0.447
F11I11.120	F19F18.50	3702.A0A1P8B760	3702.Q8H1G4	0.109	0	0	0	0.067	0	0	0.390	0.449
F11I11.120	GLN2	3702.A0A1P8B760	3702.Q43127	0.094	0	0	0	0	0	0.380	0.151	0.481
F11I11.120	GLN1-2	3702.A0A1P8B760	3702.Q8LCE1	0.094	0	0	0	0	0	0.380	0.151	0.481
F11I11.120	GLN1-3	3702.A0A1P8B760	3702.Q9LVI8	0.094	0	0	0	0	0	0.380	0.151	0.481
F11I11.120	GLN1-1	3702.A0A1P8B760	3702.Q56WN1	0.094	0	0	0	0	0	0.380	0.151	0.481
F11I11.120	GLN1-4	3702.A0A1P8B760	3702.Q9FMD9	0.094	0	0	0	0	0	0.380	0.151	0.481
F11I11.120	NodGS	3702.A0A1P8B760	3702.F4J9A0	0.094	0	0	0	0	0	0.380	0.151	0.481
F11I11.120	GLN1-5	3702.A0A1P8B760	3702.Q8GXW5	0.094	0	0	0	0	0	0.380	0.151	0.481
F11I11.120	GLU1	3702.A0A1P8B760	3702.Q9ZNZ7	0.065	0	0	0	0	0	0.468	0.114	0.520
F11I11.120	GLU2	3702.A0A1P8B760	3702.Q9T0P4	0.065	0	0	0	0	0	0.468	0.114	0.520
F11I11.120	GLT1	3702.A0A1P8B760	3702.Q9LV03	0.065	0	0	0	0	0	0.468	0.114	0.520
F11I11.120	P5CSB	3702.A0A1P8B760	3702.P54888	0.099	0	0	0	0.085	0	0.503	0.099	0.581
F11I11.120	P5CSA	3702.A0A1P8B760	3702.P54887	0.099	0	0	0	0.085	0	0.503	0.099	0.581
F11I11.120	MFDR	3702.A0A1P8B760	3702.Q8W3L1	0.049	0	0	0	0	0	0.557	0.117	0.595
F11I11.120	ACC1	3702.A0A1P8B760	3702.Q38970	0.076	0	0	0	0.065	0	0.503	0.218	0.619
F11I11.120	ACC2	3702.A0A1P8B760	3702.F4I1L3	0.076	0	0	0	0.065	0	0.503	0.218	0.619
F11I11.120	MCCA	3702.A0A1P8B760	3702.Q42523	0.111	0	0	0	0	0	0.503	0.243	0.636
F11I11.120	CAC2	3702.A0A1P8B760	3702.O04983	0.111	0	0	0	0	0	0.503	0.243	0.636
F11I11.120	AMI1	3702.A0A1P8B760	3702.Q9FR37	0	0	0.130	0.589	0	0	0.900	0.318	0.935
F11I11.120	GATB	3702.A0A1P8B760	3702.Q9FV81	0.120	0	0.269	0	0.736	0.808	0.557	0.873	0.997
F12K11.12	ACS	3702.Q9SHJ8	3702.B9DGD6	0.072	0	0	0	0.260	0	0.334	0.117	0.542
F12K11.12	ACC2	3702.Q9SHJ8	3702.F4I1L3	0.060	0	0	0	0	0	0.392	0.170	0.484
F12K11.12	T10O22.24	3702.Q9SHJ8	3702.F4IAP5	0.096	0	0	0	0.062	0.454	0.564	0.211	0.811
F12K11.12	F4INE2_ARATH	3702.Q9SHJ8	3702.F4INE2	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F12K11.12	dl4425c	3702.Q9SHJ8	3702.F4JML5	0	0	0.178	0.584	0	0	0.360	0	0.451
F12K11.12	rbcL	3702.Q9SHJ8	3702.O03042	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F12K11.12	CAC2	3702.Q9SHJ8	3702.O04983	0.099	0	0	0	0.193	0.058	0.392	0.168	0.590
F12K11.12	ACX2	3702.Q9SHJ8	3702.O65201	0.071	0	0	0	0.321	0.076	0.266	0.097	0.543
F12K11.12	ACX1	3702.Q9SHJ8	3702.O65202	0.071	0	0	0	0.321	0.076	0.266	0.097	0.543
F12K11.12	GLX1	3702.Q9SHJ8	3702.O65398	0.042	0	0	0	0.076	0	0.346	0.110	0.415
F12K11.12	HMGCL	3702.Q9SHJ8	3702.O81027	0.078	0	0	0	0.182	0	0.334	0.117	0.497
F12K11.12	ACX3	3702.Q9SHJ8	3702.P0CZ23	0.071	0	0	0	0.321	0.076	0.266	0.097	0.543
F12K11.12	F3E22.17	3702.Q9SHJ8	3702.P0CZ24	0.071	0	0	0	0.321	0.076	0.266	0.097	0.543
F12K11.12	RPS19	3702.Q9SHJ8	3702.P39697	0	0	0	0	0.044	0.414	0	0	0.415
F12K11.12	rpoA	3702.Q9SHJ8	3702.P56762	0	0	0	0	0	0.503	0	0	0.503
F12K11.12	accD	3702.Q9SHJ8	3702.P56765	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F12K11.12	rps2	3702.Q9SHJ8	3702.P56797	0	0	0	0	0	0.544	0	0.123	0.582
F12K11.12	rps11	3702.Q9SHJ8	3702.P56802	0	0	0	0	0	0.503	0	0	0.503
F12K11.12	rps14	3702.Q9SHJ8	3702.P56804	0	0	0	0	0	0.414	0	0	0.414
F12K11.12	rps15	3702.Q9SHJ8	3702.P56805	0	0	0	0	0	0.414	0	0.049	0.418
F12K11.12	rps16	3702.Q9SHJ8	3702.P56806	0	0	0	0	0	0.415	0	0	0.414
F12K11.12	rps18	3702.Q9SHJ8	3702.P56807	0	0	0	0	0	0.414	0	0.063	0.427
F12K11.12	rps19	3702.Q9SHJ8	3702.P56808	0	0	0	0	0	0.414	0	0	0.414
F12K11.12	rpl36	3702.Q9SHJ8	3702.P62117	0	0	0	0	0	0.503	0	0	0.503
F12K11.12	M280_ARATH	3702.Q9SHJ8	3702.P93292	0.078	0	0	0	0.241	0	0.334	0.117	0.533
F12K11.12	HPD	3702.Q9SHJ8	3702.P93836	0.108	0	0	0	0.122	0	0.395	0.212	0.576
F12K11.12	ALDH6B2	3702.Q9SHJ8	3702.Q0WM29	0	0	0	0	0.173	0.068	0	0.285	0.401
F12K11.12	ACC1	3702.Q9SHJ8	3702.Q38970	0.060	0	0	0	0.085	0	0.392	0.170	0.507
F12K11.12	MCCA	3702.Q9SHJ8	3702.Q42523	0.099	0	0	0	0.175	0.058	0.392	0.168	0.581
F12K11.12	ACO1	3702.Q9SHJ8	3702.Q42560	0	0	0	0	0.081	0.363	0	0.122	0.441
F12K11.12	PED1	3702.Q9SHJ8	3702.Q56WD9	0.078	0	0	0	0.383	0.406	0.334	0.117	0.765
F12K11.12	KAT5	3702.Q9SHJ8	3702.Q570C8	0.078	0	0	0	0.413	0.406	0.334	0.117	0.776
F12K11.12	EFL4	3702.Q9SHJ8	3702.Q570U6	0.081	0	0	0	0.195	0.050	0.351	0.122	0.526
F12K11.12	ECHIA	3702.Q9SHJ8	3702.Q6NL24	0	0	0.181	0.621	0.119	0.049	0.935	0.063	0.951
F12K11.12	MENB	3702.Q9SHJ8	3702.Q8GYN9	0	0	0	0	0.119	0.049	0.384	0.063	0.451
F12K11.12	KAT1-2	3702.Q9SHJ8	3702.Q8LF48	0.078	0	0	0	0.383	0.406	0.334	0.117	0.765
F12K11.12	EMB3147	3702.Q9SHJ8	3702.Q8RU07	0.108	0	0	0	0.310	0	0	0.211	0.472
F12K11.12	AAT1	3702.Q9SHJ8	3702.Q8S4Y1	0.078	0	0	0	0.395	0.406	0.334	0.335	0.826
F12K11.12	EFL3	3702.Q9SHJ8	3702.Q8S8F5	0.081	0	0	0	0.195	0.050	0.351	0.122	0.526
F12K11.12	ECH2	3702.Q9SHJ8	3702.Q8VYI3	0.087	0	0	0	0.258	0.059	0.368	0.145	0.592
F12K11.12	MFDR	3702.Q9SHJ8	3702.Q8W3L1	0.068	0	0	0	0.067	0	0.280	0.221	0.447
F12K11.12	F4I10.70	3702.Q9SHJ8	3702.Q93ZF7	0.071	0	0	0	0.321	0.076	0.266	0.123	0.556
F12K11.12	PSAO	3702.Q9SHJ8	3702.Q949Q5	0	0	0	0	0	0	0	0.418	0.418
